,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
10,10,T13,GW0," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Label of Fearless are Big Machine.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",Fearless was Taylor Swift's second release.,1,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the label of fearless are big machine .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ","[(('released', 2), ('release', 7), 0, ['FormOf', 'RelatedTo']), (('swift', 3), ('machine', 31), 1, ['RelatedTo']), (('machine', 31), ('release', 7), 0, ['Co-Hyponym']), (('release', 7), ('machine', 31), 1, ['Co-Hyponym'])]"
11,11,T13,GW0," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Label of Fearless are Big Machine.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",Scott Borchetta single-handily produced Fearless.,0,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the label of fearless are big machine .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ",
12,12,T13,GW4," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Label of Fearless are Big Machine.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",The album Fearless was released in the winter of 2008.,2,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the label of fearless are big machine .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ","[(('machine', 31), ('album', 1), 0, ['IsA'])]"
13,13,T13,GW4," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Label of Fearless are Big Machine.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",Scott Borchetta worked directly on Fearless.,1,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the label of fearless are big machine .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ",
14,14,T13,GW4," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Length of Fearless are 53 : 41.  The Label of Fearless are Big Machine. ",The album Fearless was over an hour in length.,0,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the length of fearless are 53  :  41 .   the label of fearless are big machine . ","[(('hour', 6), ('length', 26), 1, ['RelatedTo']), (('machine', 40), ('album', 1), 0, ['IsA'])]"
15,15,T13,GW1," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Length of Fearless are 53 : 41.  The Label of Fearless are Big Machine. ",Fearless' recording spanned across two years.,2,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the length of fearless are 53  :  41 .   the label of fearless are big machine . ",
16,16,T13,GW1," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Length of Fearless are 53 : 41.  The Label of Fearless are Big Machine.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",Taylor Swift did more on the production side of things than Nathan Chapman.,1,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the length of fearless are 53  :  41 .   the label of fearless are big machine .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ","[(('side', 7), ('length', 17), 1, ['RelatedTo']), (('production', 6), ('big', 30), 1, ['RelatedTo']), (('swift', 1), ('machine', 31), 1, ['RelatedTo'])]"
17,17,T13,GW1," Fearless was Released on November 11, 2008  ( 2008-11-11 ).  The Recorded of Fearless are 2007 - 2008.  The Length of Fearless are 53 : 41.  The Producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , and Taylor Swift.  ",Fearless was released in the Spring of 2008.,0,"fearless was released on november 11 ,  2008   (  2008 - 11 - 11  )  .   the recorded of fearless are 2007  -  2008 .   the length of fearless are 53  :  41 .   the producer of fearless are scott borchetta   ( exec .  )   ,  nathan chapman  ,  and taylor swift . ",
18,18,T14,GW1," Flatliners was Release date on August 10, 1990  ( 1990-08-10 )  (United States).  The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Box office of Flatliners are $61.3 million.  ",Flatliners is pretty close to two hours long.,2,"flatliners was release date on august 10 ,  1990   (  1990 - 08 - 10  )    ( united states )  .   the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the box office of flatliners are  $ 61 . 3 million . ","[(('date', 3), ('two', 5), 0, ['RelatedTo']), (('time', 23), ('hours', 6), 0, ['RelatedTo', 'Co-Hyponym']), (('hours', 6), ('time', 23), 1, ['Co-Hyponym']), (('time', 23), ('long', 7), 0, ['RelatedTo']), (('long', 7), ('time', 23), 1, ['Synonym']), (('3', 48), ('two', 5), 0, ['Co-Hyponym']), (('two', 5), ('3', 48), 1, ['Co-Hyponym'])]"
19,19,T14,GW1," The Produced by of Flatliners are Michael Douglas , and  Rick Bieber.  The Starring of Flatliners are Kiefer Sutherland ,  Julia Roberts ,  William Baldwin ,  Oliver Platt , and  Kevin Bacon.  The Music by of Flatliners are James Newton Howard.  The Edited by of Flatliners are Robert Brown. ",Rick Bieber put more money into Flatliners than Michael Douglas did.,1,"the produced by of flatliners are michael douglas  ,  and  rick bieber .   the starring of flatliners are kiefer sutherland  ,   julia roberts  ,   william baldwin  ,   oliver platt  ,  and  kevin bacon .   the music by of flatliners are james newton howard .   the edited by of flatliners are robert brown . ","[(('rick', 10), ('put', 2), 0, ['Hypernym']), (('put', 2), ('rick', 10), 1, ['Hyponym']), (('put', 2), ('music', 35), 1, ['HasContext'])]"
20,20,T14,GW1," Flatliners was Release date on August 10, 1990  ( 1990-08-10 )  (United States).  The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Box office of Flatliners are $61.3 million.  ",Flatliners made 50 million over it's budget at the box office.,0,"flatliners was release date on august 10 ,  1990   (  1990 - 08 - 10  )    ( united states )  .   the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the box office of flatliners are  $ 61 . 3 million . ","[(('10', 6), ('50', 2), 0, ['Co-Hyponym']), (('50', 2), ('10', 6), 1, ['Co-Hyponym']), (('10', 6), ('million', 3), 0, ['Co-Hyponym']), (('million', 3), ('10', 6), 1, ['Co-Hyponym']), (('10', 14), ('50', 2), 0, ['Co-Hyponym']), (('50', 2), ('10', 14), 1, ['Co-Hyponym']), (('10', 14), ('million', 3), 0, ['Co-Hyponym']), (('million', 3), ('10', 14), 1, ['Co-Hyponym']), (('26', 36), ('50', 2), 0, ['Co-Hyponym']), (('50', 2), ('26', 36), 1, ['Co-Hyponym']), (('26', 36), ('million', 3), 0, ['Co-Hyponym']), (('million', 3), ('26', 36), 1, ['Co-Hyponym']), (('million', 37), ('50', 2), 0, ['Co-Hyponym']), (('50', 2), ('million', 37), 1, ['Co-Hyponym']), (('box', 40), ('made', 1), 0, ['RelatedTo']), (('box', 40), ('office', 12), 0, ['RelatedTo']), (('box', 11), ('office', 41), 1, ['RelatedTo']), (('million', 49), ('50', 2), 0, ['Co-Hyponym']), (('50', 2), ('million', 49), 1, ['Co-Hyponym'])]"
21,21,T14,GW4, The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Box office of Flatliners are $61.3 million.   The Production Company of Flatliners are Stonebridge Entertainment. ,Flatliners was a film that was able to net money at the box office.,2,the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the box office of flatliners are  $ 61 . 3 million .    the production company of flatliners are stonebridge entertainment . ,"[(('time', 2), ('money', 9), 0, ['IsA', 'RelatedTo']), (('flatliners', 4), ('film', 3), 0, ['IsA']), (('budget', 10), ('money', 9), 0, ['Hypernym', 'RelatedTo']), (('money', 9), ('budget', 10), 1, ['Hyponym', 'HasA']), (('flatliners', 12), ('film', 3), 0, ['IsA']), (('box', 19), ('office', 13), 0, ['RelatedTo']), (('money', 9), ('office', 20), 1, ['AtLocation']), (('box', 12), ('office', 20), 1, ['RelatedTo']), (('flatliners', 22), ('film', 3), 0, ['IsA']), (('61', 25), ('film', 3), 0, ['IsA']), (('production', 31), ('film', 3), 0, ['Hyponym']), (('film', 3), ('production', 31), 1, ['Hypernym']), (('company', 32), ('money', 9), 0, ['Desires', 'RelatedTo']), (('company', 32), ('office', 13), 0, ['RelatedTo']), (('office', 13), ('company', 32), 1, ['RelatedTo']), (('flatliners', 34), ('film', 3), 0, ['IsA'])]"
22,22,T14,GW4," The Directed by of Flatliners are Joel Schumacher.  The Produced by of Flatliners are Michael Douglas , and  Rick Bieber.  The Written by of Flatliners are Peter Filardi.  The Edited by of Flatliners are Robert Brown. ",Flatliners was mostly produced by Michael Douglas.,1,"the directed by of flatliners are joel schumacher .   the produced by of flatliners are michael douglas  ,  and  rick bieber .   the written by of flatliners are peter filardi .   the edited by of flatliners are robert brown . ",
23,23,T14,GW4," Flatliners was Release date on August 10, 1990  ( 1990-08-10 )  (United States).  The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Box office of Flatliners are $61.3 million.  ",Flatliners was a movie that was over two hours long.,0,"flatliners was release date on august 10 ,  1990   (  1990 - 08 - 10  )    ( united states )  .   the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the box office of flatliners are  $ 61 . 3 million . ","[(('flatliners', 0), ('movie', 3), 0, ['IsA']), (('date', 3), ('movie', 3), 0, ['RelatedTo']), (('date', 3), ('two', 7), 0, ['RelatedTo']), (('time', 23), ('hours', 8), 0, ['RelatedTo', 'Co-Hyponym']), (('hours', 8), ('time', 23), 1, ['Co-Hyponym']), (('time', 23), ('long', 9), 0, ['RelatedTo']), (('long', 9), ('time', 23), 1, ['Synonym']), (('flatliners', 25), ('movie', 3), 0, ['IsA']), (('flatliners', 33), ('movie', 3), 0, ['IsA']), (('flatliners', 43), ('movie', 3), 0, ['IsA']), (('3', 48), ('two', 7), 0, ['Co-Hyponym']), (('two', 7), ('3', 48), 1, ['Co-Hyponym'])]"
24,24,T14,GW0, The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Box office of Flatliners are $61.3 million.   The Production Company of Flatliners are Stonebridge Entertainment. ,Flatliners made over double what it cost to make at the box office.,2,the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the box office of flatliners are  $ 61 . 3 million .    the production company of flatliners are stonebridge entertainment . ,"[(('double', 3), ('time', 2), 1, ['RelatedTo']), (('time', 2), ('make', 8), 0, ['Hypernym']), (('make', 8), ('time', 2), 1, ['Hyponym']), (('box', 19), ('made', 1), 0, ['RelatedTo']), (('box', 19), ('office', 12), 0, ['RelatedTo']), (('box', 11), ('office', 20), 1, ['RelatedTo']), (('production', 31), ('make', 8), 0, ['RelatedTo']), (('make', 8), ('production', 31), 1, ['Synonym']), (('company', 32), ('office', 12), 0, ['RelatedTo']), (('office', 12), ('company', 32), 1, ['RelatedTo'])]"
25,25,T14,GW0," The Produced by of Flatliners are Michael Douglas , and  Rick Bieber.  The Written by of Flatliners are Peter Filardi.  The Music by of Flatliners are James Newton Howard.  The Edited by of Flatliners are Robert Brown. ",Flatliners was Peter Filardi's first writing credit.,1,"the produced by of flatliners are michael douglas  ,  and  rick bieber .   the written by of flatliners are peter filardi .   the music by of flatliners are james newton howard .   the edited by of flatliners are robert brown . ","[(('written', 14), ('writing', 7), 0, ['RelatedTo']), (('writing', 7), ('written', 14), 1, ['RelatedTo']), (('first', 6), ('music', 23), 1, ['HasContext']), (('music', 23), ('writing', 7), 0, ['Co-Hyponym']), (('writing', 7), ('music', 23), 1, ['Co-Hyponym'])]"
26,26,T14,GW0," Flatliners was Release date on August 10, 1990  ( 1990-08-10 )  (United States).  The Running time of Flatliners are 114 minutes.  The Budget of Flatliners are $26 million.  The Produced by of Flatliners are Michael Douglas , and  Rick Bieber. ",Flatliners was released in the winter of 1990.,0,"flatliners was release date on august 10 ,  1990   (  1990 - 08 - 10  )    ( united states )  .   the running time of flatliners are 114 minutes .   the budget of flatliners are  $ 26 million .   the produced by of flatliners are michael douglas  ,  and  rick bieber . ","[(('released', 2), ('release', 2), 1, ['FormOf', 'RelatedTo']), (('winter', 5), ('august', 5), 1, ['RelatedTo']), (('winter', 5), ('time', 23), 1, ['RelatedTo'])]"
27,27,T17,GW1," Bryce Dallas Howard was Born on ( 1981-03-02 )  March 2, 1981  (age 37)   Los Angeles, California, U.S..  The Years active of Bryce Dallas Howard are 1989 - present.  The Spouse(s) of Bryce Dallas Howard are Seth Gabel ( m.  2006).  The Children of Bryce Dallas Howard are Theodore (b. 2007) , and  Beatrice (b. 2012). ",Bryce Dallas Howard has been acting for about 30 years.,2,"bryce dallas howard was born on  (  1981 - 03 - 02  )   march 2 ,  1981   ( age 37 )    los angeles ,  california ,  u . s .  .   the years active of bryce dallas howard are 1989  -  present .   the spouse ( s )  of bryce dallas howard are seth gabel  (  m .   2006 )  .   the children of bryce dallas howard are theodore  ( b .  2007 )   ,  and  beatrice  ( b .  2012 )  . ","[(('age', 18), ('years', 9), 0, ['RelatedTo', 'Antonym', 'Synonym', 'Co-Hyponym']), (('years', 9), ('age', 18), 1, ['Co-Hyponym', 'Synonym']), (('acting', 5), ('2012', 80), 1, ['ExternalURL'])]"
28,28,T17,GW1," The Spouse(s) of Bryce Dallas Howard are Seth Gabel ( m.  2006).  The Children of Bryce Dallas Howard are Theodore (b. 2007) , and  Beatrice (b. 2012).  The Parents of Bryce Dallas Howard are Ron Howard (father) , and  Cheryl Alley (mother).  The Relatives of Bryce Dallas Howard are Paige Howard (sister) ,  Clint Howard (uncle) ,  Rance Howard (grandfather) , and  Jean Speegle Howard (grandmother).  ",Bryce Dallas Howard loves Cheryl Alley more than Ron Howard.,1,"the spouse ( s )  of bryce dallas howard are seth gabel  (  m .   2006 )  .   the children of bryce dallas howard are theodore  ( b .  2007 )   ,  and  beatrice  ( b .  2012 )  .   the parents of bryce dallas howard are ron howard  ( father )   ,  and  cheryl alley  ( mother )  .   the relatives of bryce dallas howard are paige howard  ( sister )   ,   clint howard  ( uncle )   ,   rance howard  ( grandfather )   ,  and  jean speegle howard  ( grandmother )  . ","[(('alley', 5), ('2012', 37), 1, ['ExternalURL'])]"
29,29,T17,GW1," Bryce Dallas Howard was Born on ( 1981-03-02 )  March 2, 1981  (age 37)   Los Angeles, California, U.S..  The Years active of Bryce Dallas Howard are 1989 - present.  The Spouse(s) of Bryce Dallas Howard are Seth Gabel ( m.  2006).  The Children of Bryce Dallas Howard are Theodore (b. 2007) , and  Beatrice (b. 2012). ",Bryce Dallas Howard was born in the Fall of 1981.,0,"bryce dallas howard was born on  (  1981 - 03 - 02  )   march 2 ,  1981   ( age 37 )    los angeles ,  california ,  u . s .  .   the years active of bryce dallas howard are 1989  -  present .   the spouse ( s )  of bryce dallas howard are seth gabel  (  m .   2006 )  .   the children of bryce dallas howard are theodore  ( b .  2007 )   ,  and  beatrice  ( b .  2012 )  . ","[(('age', 18), ('born', 4), 0, ['RelatedTo'])]"
30,30,T17,GW4," Bryce Dallas Howard was Born on ( 1981-03-02 )  March 2, 1981  (age 37)   Los Angeles, California, U.S..  The Children of Bryce Dallas Howard are Theodore (b. 2007) , and  Beatrice (b. 2012).  The Parents of Bryce Dallas Howard are Ron Howard (father) , and  Cheryl Alley (mother).  The Relatives of Bryce Dallas Howard are Paige Howard (sister) ,  Clint Howard (uncle) ,  Rance Howard (grandfather) , and  Jean Speegle Howard (grandmother).  ",Bryce Dallas Howard was born on the west coast of the USA.,2,"bryce dallas howard was born on  (  1981 - 03 - 02  )   march 2 ,  1981   ( age 37 )    los angeles ,  california ,  u . s .  .   the children of bryce dallas howard are theodore  ( b .  2007 )   ,  and  beatrice  ( b .  2012 )  .   the parents of bryce dallas howard are ron howard  ( father )   ,  and  cheryl alley  ( mother )  .   the relatives of bryce dallas howard are paige howard  ( sister )   ,   clint howard  ( uncle )   ,   rance howard  ( grandfather )   ,  and  jean speegle howard  ( grandmother )  . ","[(('dallas', 1), ('usa', 11), 0, ['RelatedTo']), (('howard', 2), ('usa', 11), 0, ['RelatedTo']), (('age', 18), ('born', 4), 0, ['RelatedTo']), (('coast', 8), ('california', 24), 1, ['RelatedTo', 'AtLocation']), (('dallas', 35), ('usa', 11), 0, ['RelatedTo']), (('howard', 36), ('usa', 11), 0, ['RelatedTo']), (('beatrice', 46), ('usa', 11), 0, ['RelatedTo']), (('dallas', 57), ('usa', 11), 0, ['RelatedTo']), (('howard', 58), ('usa', 11), 0, ['RelatedTo']), (('howard', 61), ('usa', 11), 0, ['RelatedTo']), (('dallas', 77), ('usa', 11), 0, ['RelatedTo']), (('howard', 78), ('usa', 11), 0, ['RelatedTo']), (('howard', 81), ('usa', 11), 0, ['RelatedTo']), (('howard', 87), ('usa', 11), 0, ['RelatedTo']), (('howard', 93), ('usa', 11), 0, ['RelatedTo']), (('howard', 101), ('usa', 11), 0, ['RelatedTo'])]"
