,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
511,511,T2101,GW12," The Also called of Diwali are Deepavali.  The Type of Diwali are Cultural, seasonal, religious.  The Celebrations of Diwali are Diya and lighting, home decoration, shopping, fireworks, puja (worship ceremonies), gifts, performing religious rituals, feast and sweets.  The Date of Diwali are Amavasya of Kartik month , (Date varies per Hindu calendar). ",Deepavali is a seasonal holiday celebrated with home decorations and gifts.,1,"the also called of diwali are deepavali .   the type of diwali are cultural ,  seasonal ,  religious .   the celebrations of diwali are diya and lighting ,  home decoration ,  shopping ,  fireworks ,  puja  ( worship ceremonies )  ,  gifts ,  performing religious rituals ,  feast and sweets .   the date of diwali are amavasya of kartik month  ,   ( date varies per hindu calendar )  . ","[(('diwali', 4), ('deepavali', 0), 0, ['Synonym']), (('diwali', 4), ('holiday', 4), 0, ['IsA']), (('diwali', 11), ('deepavali', 0), 0, ['Synonym']), (('diwali', 11), ('holiday', 4), 0, ['IsA']), (('holiday', 4), ('religious', 17), 1, ['RelatedTo']), (('diwali', 22), ('deepavali', 0), 0, ['Synonym']), (('diwali', 22), ('holiday', 4), 0, ['IsA']), (('decorations', 8), ('decoration', 29), 1, ['RelatedTo', 'FormOf']), (('holiday', 4), ('religious', 44), 1, ['RelatedTo']), (('feast', 47), ('holiday', 4), 0, ['RelatedTo', 'Synonym']), (('diwali', 54), ('deepavali', 0), 0, ['Synonym']), (('diwali', 54), ('holiday', 4), 0, ['IsA'])]"
512,512,T2101,GW12," The Observed by of Diwali are Hindus, Jains, Sikhs, and some Buddhists (notably Newar Buddhists).  The Celebrations of Diwali are Diya and lighting, home decoration, shopping, fireworks, puja (worship ceremonies), gifts, performing religious rituals, feast and sweets.  The Date of Diwali are Amavasya of Kartik month , (Date varies per Hindu calendar).  The 2019 date of Diwali are October 25th (Dhanteras), 27th (Naraka Chaturdashi) and (Lakshmi Puja/Kali Puja), 28th (Govardhan Puja/Balipratipada), and 29th (Bhai Dooj). ",The 2019 dates for Diwali all occur in the beginning of the month of October.,0,"the observed by of diwali are hindus ,  jains ,  sikhs ,  and some buddhists  ( notably newar buddhists )  .   the celebrations of diwali are diya and lighting ,  home decoration ,  shopping ,  fireworks ,  puja  ( worship ceremonies )  ,  gifts ,  performing religious rituals ,  feast and sweets .   the date of diwali are amavasya of kartik month  ,   ( date varies per hindu calendar )  .   the 2019 date of diwali are october 25th  ( dhanteras )  ,  27th  ( naraka chaturdashi )  and  ( lakshmi puja / kali puja )  ,  28th  ( govardhan puja / balipratipada )  ,  and 29th  ( bhai dooj )  . ","[(('diwali', 4), ('october', 14), 0, ['RelatedTo']), (('diwali', 24), ('october', 14), 0, ['RelatedTo']), (('home', 30), ('beginning', 9), 0, ['IsA', 'Hypernym']), (('beginning', 9), ('home', 30), 1, ['Hyponym']), (('decoration', 31), ('beginning', 9), 0, ['Co-Hyponym']), (('beginning', 9), ('decoration', 31), 1, ['Co-Hyponym']), (('dates', 2), ('date', 54), 1, ['RelatedTo', 'FormOf']), (('date', 54), ('beginning', 9), 0, ['Co-Hyponym']), (('beginning', 9), ('date', 54), 1, ['Co-Hyponym']), (('date', 54), ('month', 12), 0, ['RelatedTo', 'DistinctFrom', 'Hypernym']), (('month', 12), ('date', 54), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('diwali', 56), ('october', 14), 0, ['RelatedTo']), (('month', 61), ('dates', 2), 0, ['RelatedTo']), (('month', 61), ('october', 14), 0, ['RelatedTo']), (('october', 14), ('month', 61), 1, ['RelatedTo', 'IsA']), (('dates', 2), ('date', 64), 1, ['RelatedTo', 'FormOf']), (('date', 64), ('beginning', 9), 0, ['Co-Hyponym']), (('beginning', 9), ('date', 64), 1, ['Co-Hyponym']), (('date', 64), ('month', 12), 0, ['RelatedTo', 'DistinctFrom', 'Hypernym']), (('month', 12), ('date', 64), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('month', 12), ('per', 66), 1, ['RelatedTo']), (('diwali', 4), ('hindu', 67), 1, ['InstanceOf']), (('calendar', 68), ('month', 12), 0, ['RelatedTo']), (('month', 12), ('calendar', 68), 1, ['RelatedTo']), (('dates', 2), ('date', 73), 1, ['RelatedTo', 'FormOf']), (('date', 73), ('beginning', 9), 0, ['Co-Hyponym']), (('beginning', 9), ('date', 73), 1, ['Co-Hyponym']), (('date', 73), ('month', 12), 0, ['RelatedTo', 'DistinctFrom', 'Hypernym']), (('month', 12), ('date', 73), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('diwali', 75), ('october', 14), 0, ['RelatedTo']), (('diwali', 4), ('october', 77), 1, ['RelatedTo']), (('october', 77), ('month', 12), 0, ['RelatedTo', 'IsA']), (('month', 12), ('october', 77), 1, ['RelatedTo'])]"
513,513,T2102,GW12," The Official name of Dongzhi Festival are Dongzhi (冬至).  The Also called of Dongzhi Festival are Tang-cheh (冬節) , Tōji (冬至) , Dongji (동지).  The Observed by of Dongzhi Festival are Chinese, Japanese, Koreans.  The Observances of Dongzhi Festival are making and eating of  tangyuan , ancestor worship. ",The Dongzhi Festival is observed by the Chinese and is also called Tang-cheh.,2,"the official name of dongzhi festival are dongzhi  ( 冬至 )  .   the also called of dongzhi festival are tang - cheh  ( 冬節 )   ,  tōji  ( 冬至 )   ,  dongji  ( 동지 )  .   the observed by of dongzhi festival are chinese ,  japanese ,  koreans .   the observances of dongzhi festival are making and eating of  tangyuan  ,  ancestor worship . ","[(('name', 2), ('called', 11), 0, ['RelatedTo']), (('also', 10), ('making', 55), 1, ['RelatedTo'])]"
514,514,T2102,GW12, The Related to of Dongzhi Festival are Winter solstice.   The Significance of Dongzhi Festival are Marks the winter solstice.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23).  The Frequency of Dongzhi Festival are annual. ,Dongzhi Festival is an annual celebration occurring in December.,1,the related to of dongzhi festival are winter solstice .    the significance of dongzhi festival are marks the winter solstice .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  .   the frequency of dongzhi festival are annual . ,"[(('festival', 5), ('celebration', 5), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 5), ('festival', 5), 1, ['Hyponym']), (('winter', 7), ('december', 8), 0, ['RelatedTo']), (('festival', 14), ('celebration', 5), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 5), ('festival', 14), 1, ['Hyponym']), (('winter', 18), ('december', 8), 0, ['RelatedTo']), (('festival', 25), ('celebration', 5), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 5), ('festival', 25), 1, ['Hyponym']), (('winter', 27), ('december', 8), 0, ['RelatedTo']), (('festival', 42), ('celebration', 5), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 5), ('festival', 42), 1, ['Hyponym'])]"
515,515,T2102,GW12, The Related to of Dongzhi Festival are Winter solstice.   The Significance of Dongzhi Festival are Marks the winter solstice.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23).  The Frequency of Dongzhi Festival are annual. ,The Dongzhi Festival marks the winter solstice during the first week of December.,0,the related to of dongzhi festival are winter solstice .    the significance of dongzhi festival are marks the winter solstice .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  .   the frequency of dongzhi festival are annual . ,"[(('festival', 5), ('week', 10), 0, ['Co-Hyponym']), (('week', 10), ('festival', 5), 1, ['Co-Hyponym']), (('winter', 7), ('december', 12), 0, ['RelatedTo']), (('festival', 14), ('week', 10), 0, ['Co-Hyponym']), (('week', 10), ('festival', 14), 1, ['Co-Hyponym']), (('winter', 18), ('december', 12), 0, ['RelatedTo']), (('date', 22), ('first', 9), 0, ['RelatedTo', 'Co-Hyponym']), (('first', 9), ('date', 22), 1, ['Co-Hyponym']), (('week', 10), ('date', 22), 1, ['IsA']), (('festival', 25), ('week', 10), 0, ['Co-Hyponym']), (('week', 10), ('festival', 25), 1, ['Co-Hyponym']), (('winter', 27), ('december', 12), 0, ['RelatedTo']), (('winter', 5), ('december', 31), 1, ['RelatedTo']), (('winter', 5), ('december', 34), 1, ['RelatedTo']), (('festival', 42), ('week', 10), 0, ['Co-Hyponym']), (('week', 10), ('festival', 42), 1, ['Co-Hyponym'])]"
516,516,T2102,GW52," The Official name of Dongzhi Festival are Dongzhi (冬至).  The Related to of Dongzhi Festival are Winter solstice.   The Observances of Dongzhi Festival are making and eating of  tangyuan , ancestor worship.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23). ",The Dongzhi is a celebration of ancestors.,2,"the official name of dongzhi festival are dongzhi  ( 冬至 )  .   the related to of dongzhi festival are winter solstice .    the observances of dongzhi festival are making and eating of  tangyuan  ,  ancestor worship .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  . ","[(('festival', 5), ('celebration', 4), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 4), ('festival', 5), 1, ['Hyponym']), (('festival', 17), ('celebration', 4), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 4), ('festival', 17), 1, ['Hyponym']), (('festival', 26), ('celebration', 4), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 4), ('festival', 26), 1, ['Hyponym']), (('ancestors', 6), ('ancestor', 34), 1, ['RelatedTo', 'FormOf']), (('festival', 41), ('celebration', 4), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('celebration', 4), ('festival', 41), 1, ['Hyponym'])]"
517,517,T2102,GW52," The Related to of Dongzhi Festival are Winter solstice.   The Also called of Dongzhi Festival are Tang-cheh (冬節) , Tōji (冬至) , Dongji (동지).  The Observances of Dongzhi Festival are making and eating of  tangyuan , ancestor worship.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23). ",The Dongzhi has been in place for several centuries.,1,"the related to of dongzhi festival are winter solstice .    the also called of dongzhi festival are tang - cheh  ( 冬節 )   ,  tōji  ( 冬至 )   ,  dongji  ( 동지 )  .   the observances of dongzhi festival are making and eating of  tangyuan  ,  ancestor worship .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  . ","[(('place', 5), ('also', 11), 1, ['RelatedTo']), (('date', 50), ('place', 5), 0, ['Co-Hyponym']), (('place', 5), ('date', 50), 1, ['Co-Hyponym'])]"
518,518,T2102,GW52, The Related to of Dongzhi Festival are Winter solstice.   The Significance of Dongzhi Festival are Marks the winter solstice.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23).  The Frequency of Dongzhi Festival are annual. ,The festival begins on the same day every year.,0,the related to of dongzhi festival are winter solstice .    the significance of dongzhi festival are marks the winter solstice .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  .   the frequency of dongzhi festival are annual . ,"[(('festival', 5), ('day', 6), 0, ['Co-Hyponym']), (('day', 6), ('festival', 5), 1, ['Co-Hyponym']), (('festival', 5), ('year', 8), 0, ['Co-Hyponym']), (('year', 8), ('festival', 5), 1, ['Co-Hyponym']), (('solstice', 8), ('day', 6), 0, ['RelatedTo']), (('solstice', 8), ('year', 8), 0, ['RelatedTo']), (('festival', 14), ('day', 6), 0, ['Co-Hyponym']), (('day', 6), ('festival', 14), 1, ['Co-Hyponym']), (('festival', 14), ('year', 8), 0, ['Co-Hyponym']), (('year', 8), ('festival', 14), 1, ['Co-Hyponym']), (('solstice', 19), ('day', 6), 0, ['RelatedTo']), (('solstice', 19), ('year', 8), 0, ['RelatedTo']), (('date', 22), ('day', 6), 0, ['Co-Hyponym', 'RelatedTo', 'IsA', 'Hypernym']), (('day', 6), ('date', 22), 1, ['Hyponym', 'Co-Hyponym']), (('date', 22), ('year', 8), 0, ['Hypernym']), (('year', 8), ('date', 22), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('festival', 25), ('day', 6), 0, ['Co-Hyponym']), (('day', 6), ('festival', 25), 1, ['Co-Hyponym']), (('festival', 25), ('year', 8), 0, ['Co-Hyponym']), (('year', 8), ('festival', 25), 1, ['Co-Hyponym']), (('solstice', 28), ('day', 6), 0, ['RelatedTo']), (('solstice', 28), ('year', 8), 0, ['RelatedTo']), (('festival', 42), ('day', 6), 0, ['Co-Hyponym']), (('day', 6), ('festival', 42), 1, ['Co-Hyponym']), (('festival', 42), ('year', 8), 0, ['Co-Hyponym']), (('year', 8), ('festival', 42), 1, ['Co-Hyponym']), (('annual', 44), ('year', 8), 0, ['RelatedTo']), (('year', 8), ('annual', 44), 1, ['RelatedTo'])]"
519,519,T2102,GW28, The Related to of Dongzhi Festival are Winter solstice.   The Significance of Dongzhi Festival are Marks the winter solstice.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23).  The Frequency of Dongzhi Festival are annual. ,Dongzhi Festival is a yearly festival that celebrates the Winter solstice.,2,the related to of dongzhi festival are winter solstice .    the significance of dongzhi festival are marks the winter solstice .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  .   the frequency of dongzhi festival are annual . ,"[(('winter', 9), ('december', 31), 1, ['RelatedTo']), (('winter', 9), ('december', 34), 1, ['RelatedTo']), (('annual', 44), ('yearly', 4), 0, ['Synonym']), (('yearly', 4), ('annual', 44), 1, ['Synonym'])]"
520,520,T2102,GW28, The Related to of Dongzhi Festival are Winter solstice.   The Significance of Dongzhi Festival are Marks the winter solstice.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23).  The Frequency of Dongzhi Festival are annual. ,Dongzhi Festival has been celebrated for thousands of years.,1,the related to of dongzhi festival are winter solstice .    the significance of dongzhi festival are marks the winter solstice .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  .   the frequency of dongzhi festival are annual . ,"[(('festival', 5), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('festival', 5), 1, ['Co-Hyponym']), (('festival', 14), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('festival', 14), 1, ['Co-Hyponym']), (('festival', 25), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('festival', 25), 1, ['Co-Hyponym']), (('festival', 42), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('festival', 42), 1, ['Co-Hyponym'])]"
521,521,T2102,GW28," The Related to of Dongzhi Festival are Winter solstice.   The Observed by of Dongzhi Festival are Chinese, Japanese, Koreans.  The Observances of Dongzhi Festival are making and eating of  tangyuan , ancestor worship.  The Date of Dongzhi Festival are Winter solstice (between December 21 and December 23). ",Dongzhi Festival is celebrated throughout Asia and Europe.,0,"the related to of dongzhi festival are winter solstice .    the observed by of dongzhi festival are chinese ,  japanese ,  koreans .   the observances of dongzhi festival are making and eating of  tangyuan  ,  ancestor worship .   the date of dongzhi festival are winter solstice  ( between december 21 and december 23 )  . ",
522,522,T2103,GW52," The Frequency of Down syndrome are 5.4 million (0.1%).  The Deaths of Down syndrome are 26,500 (2015).   The Causes of Down syndrome are Third copy of chromosome 21.  The Prognosis of Down syndrome are Life expectancy 50 to 60 (developed world). ","Down syndrome causes more than 25,000 deaths a year.",2,"the frequency of down syndrome are 5 . 4 million  ( 0 . 1 %  )  .   the deaths of down syndrome are 26 , 500  ( 2015 )  .    the causes of down syndrome are third copy of chromosome 21 .   the prognosis of down syndrome are life expectancy 50 to 60  ( developed world )  . ","[(('million', 9), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('million', 9), 1, ['Co-Hyponym']), (('26', 23), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('26', 23), 1, ['Co-Hyponym']), (('500', 25), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('500', 25), 1, ['Co-Hyponym']), (('21', 40), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('21', 40), 1, ['Co-Hyponym']), (('life', 48), ('year', 10), 0, ['Co-Hyponym']), (('year', 10), ('life', 48), 1, ['Co-Hyponym']), (('50', 50), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('50', 50), 1, ['Co-Hyponym']), (('60', 52), ('25', 5), 0, ['Co-Hyponym']), (('25', 5), ('60', 52), 1, ['Co-Hyponym'])]"
523,523,T2103,GW52," The Frequency of Down syndrome are 5.4 million (0.1%).  The Symptoms of Down syndrome are Delayed physical growth, characteristic facial features, mild to moderate intellectual disability.  The Causes of Down syndrome are Third copy of chromosome 21.  The Risk factors of Down syndrome are Older mother, prior affected child. ",Down syndrome has gone up in frequency over the years.,1,"the frequency of down syndrome are 5 . 4 million  ( 0 . 1 %  )  .   the symptoms of down syndrome are delayed physical growth ,  characteristic facial features ,  mild to moderate intellectual disability .   the causes of down syndrome are third copy of chromosome 21 .   the risk factors of down syndrome are older mother ,  prior affected child . ","[(('child', 61), ('years', 9), 0, ['RelatedTo'])]"
524,524,T2103,GW52," The Frequency of Down syndrome are 5.4 million (0.1%).  The Deaths of Down syndrome are 26,500 (2015).   The Causes of Down syndrome are Third copy of chromosome 21.  The Prognosis of Down syndrome are Life expectancy 50 to 60 (developed world). ",Down syndrome affects 10 million people a year.,0,"the frequency of down syndrome are 5 . 4 million  ( 0 . 1 %  )  .   the deaths of down syndrome are 26 , 500  ( 2015 )  .    the causes of down syndrome are third copy of chromosome 21 .   the prognosis of down syndrome are life expectancy 50 to 60  ( developed world )  . ","[(('million', 9), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('million', 9), 1, ['Co-Hyponym']), (('26', 23), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('26', 23), 1, ['Co-Hyponym']), (('26', 23), ('million', 4), 0, ['Co-Hyponym']), (('million', 4), ('26', 23), 1, ['Co-Hyponym']), (('500', 25), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('500', 25), 1, ['Co-Hyponym']), (('500', 25), ('million', 4), 0, ['Co-Hyponym']), (('million', 4), ('500', 25), 1, ['Co-Hyponym']), (('21', 40), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('21', 40), 1, ['Co-Hyponym']), (('21', 40), ('million', 4), 0, ['Co-Hyponym']), (('million', 4), ('21', 40), 1, ['Co-Hyponym']), (('life', 48), ('people', 5), 0, ['RelatedTo']), (('life', 48), ('year', 7), 0, ['Co-Hyponym']), (('year', 7), ('life', 48), 1, ['Co-Hyponym']), (('50', 50), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('50', 50), 1, ['Co-Hyponym']), (('50', 50), ('million', 4), 0, ['Co-Hyponym']), (('million', 4), ('50', 50), 1, ['Co-Hyponym']), (('60', 52), ('10', 3), 0, ['Co-Hyponym']), (('10', 3), ('60', 52), 1, ['Co-Hyponym']), (('60', 52), ('million', 4), 0, ['Co-Hyponym']), (('million', 4), ('60', 52), 1, ['Co-Hyponym']), (('world', 55), ('people', 5), 0, ['Co-Hyponym', 'Hypernym']), (('people', 5), ('world', 55), 1, ['Hyponym', 'Co-Hyponym'])]"
525,525,T2103,GW106," The Other names of Down syndrome are Down's syndrome, Down's, trisomy 21.  The Symptoms of Down syndrome are Delayed physical growth, characteristic facial features, mild to moderate intellectual disability.  The Causes of Down syndrome are Third copy of chromosome 21.  The Diagnostic method of Down syndrome are Prenatal screening, genetic testing. ",Down syndrome is a chromosomal disorder.,2,"the other names of down syndrome are down ' s syndrome ,  down ' s ,  trisomy 21 .   the symptoms of down syndrome are delayed physical growth ,  characteristic facial features ,  mild to moderate intellectual disability .   the causes of down syndrome are third copy of chromosome 21 .   the diagnostic method of down syndrome are prenatal screening ,  genetic testing . ","[(('disorder', 5), ('physical', 26), 1, ['RelatedTo']), (('moderate', 35), ('disorder', 5), 0, ['Co-Hyponym']), (('disorder', 5), ('moderate', 35), 1, ['Co-Hyponym']), (('chromosomal', 4), ('chromosome', 48), 1, ['RelatedTo', 'DerivedFrom'])]"
526,526,T2103,GW106," The Deaths of Down syndrome are 26,500 (2015).   The Causes of Down syndrome are Third copy of chromosome 21.  The Risk factors of Down syndrome are Older mother, prior affected child.  The Prognosis of Down syndrome are Life expectancy 50 to 60 (developed world). ",Most cases of Down syndrome occur when the mother is over 40 at the time of birth.,1,"the deaths of down syndrome are 26 , 500  ( 2015 )  .    the causes of down syndrome are third copy of chromosome 21 .   the risk factors of down syndrome are older mother ,  prior affected child .   the prognosis of down syndrome are life expectancy 50 to 60  ( developed world )  . ","[(('26', 6), ('40', 11), 0, ['Co-Hyponym']), (('40', 11), ('26', 6), 1, ['Co-Hyponym']), (('500', 8), ('40', 11), 0, ['Co-Hyponym']), (('40', 11), ('500', 8), 1, ['Co-Hyponym']), (('copy', 20), ('mother', 8), 0, ['Co-Hyponym']), (('mother', 8), ('copy', 20), 1, ['Co-Hyponym']), (('21', 23), ('40', 11), 0, ['Co-Hyponym']), (('40', 11), ('21', 23), 1, ['Co-Hyponym']), (('risk', 26), ('occur', 5), 0, ['RelatedTo']), (('mother', 33), ('birth', 16), 0, ['RelatedTo']), (('child', 37), ('mother', 8), 0, ['RelatedTo', 'Antonym']), (('mother', 8), ('child', 37), 1, ['RelatedTo']), (('child', 37), ('birth', 16), 0, ['Co-Hyponym', 'CreatedBy']), (('birth', 16), ('child', 37), 1, ['Co-Hyponym']), (('life', 45), ('time', 14), 0, ['Hypernym', 'Co-Hyponym', 'Synonym']), (('time', 14), ('life', 45), 1, ['Hyponym', 'Co-Hyponym']), (('life', 45), ('birth', 16), 0, ['RelatedTo', 'Co-Hyponym']), (('birth', 16), ('life', 45), 1, ['RelatedTo', 'PartOf', 'Co-Hyponym']), (('50', 47), ('40', 11), 0, ['Co-Hyponym']), (('40', 11), ('50', 47), 1, ['Co-Hyponym']), (('60', 49), ('40', 11), 0, ['Co-Hyponym']), (('40', 11), ('60', 49), 1, ['Co-Hyponym'])]"
527,527,T2103,GW106," The Symptoms of Down syndrome are Delayed physical growth, characteristic facial features, mild to moderate intellectual disability.  The Causes of Down syndrome are Third copy of chromosome 21.  The Risk factors of Down syndrome are Older mother, prior affected child.  The Prognosis of Down syndrome are Life expectancy 50 to 60 (developed world). ",Down syndrome is so rare that it only occurs in one child per family generation.,0,"the symptoms of down syndrome are delayed physical growth ,  characteristic facial features ,  mild to moderate intellectual disability .   the causes of down syndrome are third copy of chromosome 21 .   the risk factors of down syndrome are older mother ,  prior affected child .   the prognosis of down syndrome are life expectancy 50 to 60  ( developed world )  . ","[(('growth', 8), ('generation', 14), 0, ['Co-Hyponym']), (('generation', 14), ('growth', 8), 1, ['Co-Hyponym']), (('intellectual', 17), ('child', 11), 0, ['Co-Hyponym']), (('child', 11), ('intellectual', 17), 1, ['Co-Hyponym']), (('mother', 40), ('child', 11), 0, ['RelatedTo']), (('child', 11), ('mother', 40), 1, ['RelatedTo', 'Antonym']), (('mother', 40), ('family', 13), 0, ['RelatedTo']), (('family', 13), ('mother', 40), 1, ['RelatedTo']), (('child', 44), ('one', 10), 0, ['RelatedTo']), (('child', 44), ('family', 13), 0, ['RelatedTo', 'PartOf', 'AtLocation']), (('life', 52), ('child', 11), 0, ['Co-Hyponym']), (('child', 11), ('life', 52), 1, ['Co-Hyponym']), (('life', 52), ('generation', 14), 0, ['Co-Hyponym']), (('generation', 14), ('life', 52), 1, ['Co-Hyponym']), (('world', 59), ('generation', 14), 0, ['Co-Hyponym']), (('generation', 14), ('world', 59), 1, ['Co-Hyponym'])]"
528,528,T2103,GW4," The Other names of Down syndrome are Down's syndrome, Down's, trisomy 21.  The Frequency of Down syndrome are 5.4 million (0.1%).  The Causes of Down syndrome are Third copy of chromosome 21.  The Diagnostic method of Down syndrome are Prenatal screening, genetic testing. ",Down syndrome is on the 21st chromosome.,2,"the other names of down syndrome are down ' s syndrome ,  down ' s ,  trisomy 21 .   the frequency of down syndrome are 5 . 4 million  ( 0 . 1 %  )  .   the causes of down syndrome are third copy of chromosome 21 .   the diagnostic method of down syndrome are prenatal screening ,  genetic testing . ","[(('trisomy', 16), ('chromosome', 6), 0, ['RelatedTo'])]"
529,529,T2103,GW4," The Symptoms of Down syndrome are Delayed physical growth, characteristic facial features, mild to moderate intellectual disability.  The Causes of Down syndrome are Third copy of chromosome 21.  The Risk factors of Down syndrome are Older mother, prior affected child.  The Diagnostic method of Down syndrome are Prenatal screening, genetic testing. ",Down syndrome usually is transmitted through sperm,1,"the symptoms of down syndrome are delayed physical growth ,  characteristic facial features ,  mild to moderate intellectual disability .   the causes of down syndrome are third copy of chromosome 21 .   the risk factors of down syndrome are older mother ,  prior affected child .   the diagnostic method of down syndrome are prenatal screening ,  genetic testing . ","[(('risk', 33), ('usually', 2), 0, ['RelatedTo']), (('genetic', 56), ('transmitted', 4), 0, ['Synonym']), (('transmitted', 4), ('genetic', 56), 1, ['Synonym'])]"
530,530,T2103,GW4," The Frequency of Down syndrome are 5.4 million (0.1%).  The Causes of Down syndrome are Third copy of chromosome 21.  The Risk factors of Down syndrome are Older mother, prior affected child.  The Prognosis of Down syndrome are Life expectancy 50 to 60 (developed world). ",Down syndrome winds up affecting 1% of people in the world.,0,"the frequency of down syndrome are 5 . 4 million  ( 0 . 1 %  )  .   the causes of down syndrome are third copy of chromosome 21 .   the risk factors of down syndrome are older mother ,  prior affected child .   the prognosis of down syndrome are life expectancy 50 to 60  ( developed world )  . ","[(('5', 6), ('1', 5), 0, ['Co-Hyponym']), (('1', 5), ('5', 6), 1, ['Co-Hyponym']), (('4', 8), ('1', 5), 0, ['Co-Hyponym']), (('1', 5), ('4', 8), 1, ['Co-Hyponym', 'Synonym']), (('0', 11), ('1', 5), 0, ['RelatedTo', 'Co-Hyponym', 'Antonym']), (('1', 5), ('0', 11), 1, ['Co-Hyponym']), (('risk', 30), ('world', 11), 0, ['RelatedTo']), (('child', 41), ('people', 8), 0, ['RelatedTo']), (('life', 49), ('people', 8), 0, ['RelatedTo']), (('life', 49), ('world', 11), 0, ['Co-Hyponym', 'Synonym']), (('world', 11), ('life', 49), 1, ['Co-Hyponym', 'HasA']), (('world', 56), ('people', 8), 0, ['Co-Hyponym', 'Hypernym']), (('people', 8), ('world', 56), 1, ['Hyponym', 'Co-Hyponym'])]"
531,531,T2104,GW12," The Native name of Duisburg-Quakenbrück railway are Bahnstrecke Duisburg-Quakenbrück.  The Locale of Duisburg-Quakenbrück railway are North Rhine-Westphalia, Germany.  The Line number of Duisburg-Quakenbrück railway are 2320  (Duisburg - Oberhausen), 2280  (Oberhausen - Osterfeld), 2262  (Osterfeld - Bottrop), and 2273  (Bottrop - Quakenbrück).  The Number of tracks of Duisburg-Quakenbrück railway are Double track, Sigle - Oberhausen-Osterfeld , junction only. ","Located in Germany, the Duisburg–Quakenbrück railway is also known as Bahnstrecke Duisburg–Quakenbrück.",2,"the native name of duisburg - quakenbrück railway are bahnstrecke duisburg - quakenbrück .   the locale of duisburg - quakenbrück railway are north rhine - westphalia ,  germany .   the line number of duisburg - quakenbrück railway are 2320   ( duisburg  -  oberhausen )  ,  2280   ( oberhausen  -  osterfeld )  ,  2262   ( osterfeld  -  bottrop )  ,  and 2273   ( bottrop  -  quakenbrück )  .   the number of tracks of duisburg - quakenbrück railway are double track ,  sigle  -  oberhausen - osterfeld  ,  junction only . ","[(('duisburg', 4), ('germany', 2), 0, ['RelatedTo']), (('duisburg', 10), ('germany', 2), 0, ['RelatedTo']), (('duisburg', 17), ('germany', 2), 0, ['RelatedTo']), (('rhine', 23), ('germany', 2), 0, ['PartOf']), (('westphalia', 25), ('germany', 2), 0, ['RelatedTo']), (('germany', 2), ('westphalia', 25), 1, ['RelatedTo']), (('line', 30), ('railway', 6), 0, ['RelatedTo', 'Hyponym']), (('railway', 6), ('line', 30), 1, ['IsA', 'Hypernym']), (('duisburg', 33), ('germany', 2), 0, ['RelatedTo']), (('duisburg', 40), ('germany', 2), 0, ['RelatedTo']), (('duisburg', 72), ('germany', 2), 0, ['RelatedTo']), (('track', 78), ('railway', 6), 0, ['Hyponym']), (('railway', 6), ('track', 78), 1, ['RelatedTo', 'Hypernym']), (('junction', 86), ('railway', 6), 0, ['RelatedTo'])]"
